dataset,gtcregno,pIC50_mean,pIC50_stddev,smiles,Pass stddev check,Compound crystallised with protein
Flint2_Assay,GTC000082A,6.9358003656410965,0.021187198436397353,CN(CCc1cccnc1)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
FlintA_Assay,GTC000082A,7.462999999999999,,CN(CCc1cccnc1)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
Flint1_Assay,GTC000083A,7.46,0.08485281374238515,OC=O.CN(C)CCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000083A,7.444368743170466,0.03415656649021098,OC=O.CN(C)CCN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000084A,7.54,0.0424264068711932,CN(CCc1cccnc1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000084A,7.53024037369069,0.010410914739071728,CN(CCc1cccnc1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000085A,7.175,0.16263455967290624,CN(CCc1nc[nH]c1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000085A,7.2011524070372435,0.08271014367925186,CN(CCc1nc[nH]c1)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000086A,8.899999999999999,0.05656854249492323,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(CC1CC1)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint2_Assay,GTC000086A,8.999999999999998,,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(CC1CC1)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000087A,8.704999999999998,0.1202081528017124,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(Cc1c(C)noc1C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint2_Assay,GTC000087A,8.698970004336019,0.0,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(Cc1c(C)noc1C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000088A,8.745000000000001,0.14849242404917495,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(Cc1nccn1C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint2_Assay,GTC000088A,8.84948500216801,0.21286035127455752,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(Cc1nccn1C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000089A,8.755,0.1767766952966369,CC(C)N([C@H]1CCN(C1=O)c1ccc(cc1F)C(=O)N(C)C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint2_Assay,GTC000089A,8.84948500216801,0.21286035127455752,CC(C)N([C@H]1CCN(C1=O)c1ccc(cc1F)C(=O)N(C)C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000090A,9.129999999999999,0.19798989873223224,COCCN([C@H]1CCN(C1=O)c1ccc(cc1F)C(=O)N(C)C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint2_Assay,GTC000090A,8.999999999999998,,COCCN([C@H]1CCN(C1=O)c1ccc(cc1F)C(=O)N(C)C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000091A,8.92,0.2262741699796954,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(CCOC(C)(C)C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint2_Assay,GTC000091A,8.999999999999998,,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(CCOC(C)(C)C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000092A,8.8975,0.06291528696058968,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(Cc1nccnc1N)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000093A,7.015000000000001,0.07141428428542881,OC=O.CN(C)CCN([C@H]1CCN(C1=O)c1ccc(cc1F)C(=O)N(C)C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000094A,8.229999999999999,0.13291601358251282,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(CCOCC(=O)N)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000095A,7.9775,0.1102648327134865,OC=O.CN(C)CCCN([C@H]1CCN(C1=O)c1ccc(cc1F)C(=O)N(C)C)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000096A,9.204999999999998,0.11387127235025907,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(Cc1ccccn1)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000097A,8.817499999999999,0.16660832312142568,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(C1CCCC1)S(=O)(=O)\C=C(/C)c1ccc(Cl)s1,True,False
Chrom_Assay,GTC000098A,6.223028160968781,0.08034505839404828,O=C(N1CCCC1)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000099A,8.1625,0.3116201900665986,NC(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint2_Assay,GTC000099A,8.241644061128262,0.0395906230238127,NC(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000100A,8.365,0.12565826673959798,NC(=O)CN([C@H]1CCN(C1=O)c1ccc(C(=O)N)cc1F)S(=O)(=O)\C=C\c1ccc(Cl)s1,True,False
FlintA_Assay,GTC000101A,7.712000000000001,,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,True
FP_Assay,GTC000102A,7.264,0.11596551211459358,CNC(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C\c2ccc(Cl)s2)C1=O,True,True
Flint1_Assay,GTC000103A,8.290000000000001,0.20405881505095608,CN(C)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
Flint2_Assay,GTC000103A,8.261439372640169,0.04571531372036609,CN(C)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
Flint1_Assay,GTC000104A,8.546666666666667,0.21630225765503797,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(CC(=O)N)S(=O)(=O)\C=C\c1ccc(Cl)s1,True,False
Flint2_Assay,GTC000104A,8.610924374808178,0.10166633581773776,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@@H](C1=O)N(CC(=O)N)S(=O)(=O)\C=C\c1ccc(Cl)s1,True,False
Flint1_Assay,GTC000105A,8.945,0.12020815280171365,CN(C)C(=O)c1ccc(c(F)c1)N1CC[C@H](NS(=O)(=O)\C=C(/C)c2ccc(Cl)s2)C1=O,True,False
Flint1_Assay,GTC000106A,5.775,0.06363961030678918,CC(C)N(C)C(=O)c1ccc(N2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)cc4s3)C2=O)c(F)c1,True,False
